법정동코드,시도명,시군구명,읍면동명,리명,순위,생성일자,삭제일자,과거법정동코드
1114011300,서울특별시,중구,북창동,,13,1988-04-23,,
1114011400,서울특별시,중구,태평로2가,,14,1988-04-23,,
1114011500,서울특별시,중구,남대문로2가,,15,1998-09-14,,
1114011600,서울특별시,중구,남대문로3가,,16,1988-04-23,,
1114011700,서울특별시,중구,남대문로4가,,17,1988-04-23,,
1114011800,서울특별시,중구,남대문로5가,,18,1998-09-14,,
1114011900,서울특별시,중구,봉래동1가,,19,1998-09-14,,
1114012000,서울특별시,중구,봉래동2가,,20,1998-09-14,,
1114012100,서울특별시,중구,회현동1가,,21,1988-04-23,,
1114012200,서울특별시,중구,회현동2가,,22,1988-04-23,,
1114012300,서울특별시,중구,회현동3가,,23,1988-04-23,,
1114012400,서울특별시,중구,충무로1가,,24,1988-04-23,,
1114012500,서울특별시,중구,충무로2가,,25,1988-04-23,,
1114012600,서울특별시,중구,명동1가,,26,1988-04-23,,
1114012700,서울특별시,중구,명동2가,,27,1988-04-23,,
1114012800,서울특별시,중구,남산동1가,,28,1988-04-23,,
1114012900,서울특별시,중구,남산동2가,,29,1988-04-23,,
1114013000,서울특별시,중구,남산동3가,,30,1988-04-23,,
1114013100,서울특별시,중구,저동1가,,31,1988-04-23,,
1114013200,서울특별시,중구,충무로4가,,32,1998-09-14,,
1114013300,서울특별시,중구,충무로5가,,33,1998-09-14,,
1114013400,서울특별시,중구,인현동2가,,34,1998-09-14,,
1114013500,서울특별시,중구,예관동,,35,1998-09-14,,
1114013600,서울특별시,중구,묵정동,,36,1988-04-23,,
1114013700,서울특별시,중구,필동1가,,37,1988-04-23,,
1114013800,서울특별시,중구,필동2가,,38,1988-04-23,,
1114013900,서울특별시,중구,필동3가,,39,1988-04-23,,
1114014000,서울특별시,중구,남학동,,40,1988-04-23,,
1114014100,서울특별시,중구,주자동,,41,1988-04-23,,
1114014200,서울특별시,중구,예장동,,42,1988-04-23,,
1114014300,서울특별시,중구,장충동1가,,43,1988-04-23,,
1114014400,서울특별시,중구,장충동2가,,44,1988-04-23,,
1114014500,서울특별시,중구,광희동1가,,45,1988-04-23,,
1114014600,서울특별시,중구,광희동2가,,46,1988-04-23,,
1114014700,서울특별시,중구,쌍림동,,47,1988-04-23,,
1114014800,서울특별시,중구,을지로6가,,48,1988-04-23,,
1114014900,서울특별시,중구,을지로7가,,49,1988-04-23,,
1114015000,서울특별시,중구,을지로4가,,50,1988-04-23,,
1114015100,서울특별시,중구,을지로5가,,51,1988-04-23,,
1114015200,서울특별시,중구,주교동,,52,1988-04-23,,
1114015300,서울특별시,중구,방산동,,53,1988-04-23,,
1114015400,서울특별시,중구,오장동,,54,1998-09-14,,
1114015500,서울특별시,중구,을지로3가,,55,1988-04-23,,
1114015600,서울특별시,중구,입정동,,56,1988-04-23,,
1114015700,서울특별시,중구,산림동,,57,1988-04-23,,
1114015800,서울특별시,중구,충무로3가,,58,1988-04-23,,
1114015900,서울특별시,중구,초동,,59,1988-04-23,,
1114016000,서울특별시,중구,인현동1가,,60,1988-04-23,,
1114016100,서울특별시,중구,저동2가,,61,1988-04-23,,
1114016200,서울특별시,중구,신당동,,62,1988-04-23,,
1114016300,서울특별시,중구,흥인동,,63,1988-04-23,,
1114016400,서울특별시,중구,무학동,,64,1988-04-23,,
1114016500,서울특별시,중구,황학동,,65,1988-04-23,,
1114016600,서울특별시,중구,서소문동,,66,1988-04-23,,
1114016700,서울특별시,중구,정동,,67,1988-04-23,,
1114016800,서울특별시,중구,순화동,,68,1998-09-14,,
1114016900,서울특별시,중구,의주로1가,,69,1988-04-23,,
1114017000,서울특별시,중구,충정로1가,,70,1988-04-23,,
1114017100,서울특별시,중구,중림동,,71,1988-04-23,,
1114017200,서울특별시,중구,의주로2가,,72,1988-04-23,,
1114017300,서울특별시,중구,만리동1가,,73,1988-04-23,,
1114017400,서울특별시,중구,만리동2가,,74,1988-04-23,,
1114090100,서울특별시,중구,신당1동,,0,1988-04-23,1988-04-23,
1114090200,서울특별시,중구,신당2동,,0,1988-04-23,1988-04-23,
1114090300,서울특별시,중구,신당3동,,0,1988-04-23,1988-04-23,
1114090400,서울특별시,중구,신당4동,,0,1988-04-23,1988-04-23,
1114090500,서울특별시,중구,신당5동,,0,1988-04-23,1988-04-23,
1114090600,서울특별시,중구,신당6동,,0,1988-04-23,1988-04-23,
1117000000,서울특별시,용산구,,,3,1988-04-23,,
1117000100,서울특별시,용산구,옥수동,,0,1988-04-23,1988-04-23,
1117000200,서울특별시,용산구,도동1가,,0,1988-04-23,1988-04-23,
1117000300,서울특별시,용산구,도동2가,,0,1988-04-23,1988-04-23,
1117000400,서울특별시,용산구,만리동1가,,0,1988-04-23,1988-04-23,
1117000500,서울특별시,용산구,만리동2가,,0,1988-04-23,1988-04-23,
1117010100,서울특별시,용산구,후암동,,1,1988-04-23,,
1117010200,서울특별시,용산구,용산동2가,,2,1988-04-23,,
1117010300,서울특별시,용산구,용산동4가,,3,1988-04-23,,
1117010400,서울특별시,용산구,갈월동,,4,1988-04-23,,
1117010500,서울특별시,용산구,남영동,,5,1988-04-23,,
1117010600,서울특별시,용산구,용산동1가,,6,1988-04-23,,
1117010700,서울특별시,용산구,동자동,,7,1988-04-23,,
1117010800,서울특별시,용산구,서계동,,8,1988-04-23,,
1117010900,서울특별시,용산구,청파동1가,,9,1988-04-23,,
1117011000,서울특별시,용산구,청파동2가,,10,1988-04-23,,
1117011100,서울특별시,용산구,청파동3가,,11,1988-04-23,,
1117011200,서울특별시,용산구,원효로1가,,12,1988-04-23,,
1117011300,서울특별시,용산구,원효로2가,,13,1988-04-23,,
1117011400,서울특별시,용산구,신창동,,14,1988-04-23,,
1117011500,서울특별시,용산구,산천동,,15,1988-04-23,,
1117011600,서울특별시,용산구,청암동,,16,1988-04-23,,
1117011700,서울특별시,용산구,원효로3가,,17,1988-04-23,,
1117011800,서울특별시,용산구,원효로4가,,18,1988-04-23,,
1117011900,서울특별시,용산구,효창동,,19,1988-04-23,,
1117012000,서울특별시,용산구,도원동,,20,1988-04-23,,
1117012100,서울특별시,용산구,용문동,,21,1988-04-23,,
1117012200,서울특별시,용산구,문배동,,22,1988-04-23,,
1117012300,서울특별시,용산구,신계동,,23,1988-04-23,,
1117012400,서울특별시,용산구,한강로1가,,24,1988-04-23,,
1117012500,서울특별시,용산구,한강로2가,,25,1988-04-23,,
1117012600,서울특별시,용산구,용산동3가,,26,1988-04-23,,
1117012700,서울특별시,용산구,용산동5가,,27,1988-04-23,,
1117012800,서울특별시,용산구,한강로3가,,28,1988-04-23,,
1117012900,서울특별시,용산구,이촌동,,29,1988-04-23,,
1117013000,서울특별시,용산구,이태원동,,30,1988-04-23,,
1117013100,서울특별시,용산구,한남동,,31,1988-04-23,,
1117013200,서울특별시,용산구,동빙고동,,32,1988-04-23,,
1117013300,서울특별시,용산구,서빙고동,,33,1988-04-23,,
1117013400,서울특별시,용산구,주성동,,34,1988-04-23,,
1117013500,서울특별시,용산구,용산동6가,,35,1988-04-23,,
1117013600,서울특별시,용산구,보광동,,36,1988-04-23,,
1117090100,서울특별시,용산구,청파1동,,0,1988-04-23,1988-04-23,
1117090200,서울특별시,용산구,청파2동,,0,1988-04-23,1988-04-23,
1117090300,서울특별시,용산구,이촌1동,,0,1988-04-23,1988-04-23,
1117090400,서울특별시,용산구,이촌2동,,0,1988-04-23,1988-04-23,
1117090500,서울특별시,용산구,이태원1동,,0,1988-04-23,1988-04-23,
1117090600,서울특별시,용산구,이태원2동,,0,1988-04-23,1988-04-23,
1117090700,서울특별시,용산구,한남1동,,0,1988-04-23,1988-04-23,
1117090800,서울특별시,용산구,한남2동,,0,1988-04-23,1988-04-23,
1120000000,서울특별시,성동구,,,4,1988-04-23,,
1120000100,서울특별시,성동구,상일동,,0,1988-04-23,1988-04-23,
1120000200,서울특별시,성동구,길동,,0,1988-04-23,1988-04-23,
1120000300,서울특별시,성동구,둔촌동,,0,1988-04-23,1988-04-23,
1120000400,서울특별시,성동구,암사동,,0,1988-04-23,1988-04-23,
1120000500,서울특별시,성동구,성내동,,0,1988-04-23,1988-04-23,
1120000600,서울특별시,성동구,풍납동,,0,1988-04-23,1988-04-23,
1120000700,서울특별시,성동구,천호동,,0,1988-04-23,1988-04-23,
1120000800,서울특별시,성동구,송파동,,0,1988-04-23,1988-04-23,
1120000900,서울특별시,성동구,석촌동,,0,1988-04-23,1988-04-23,
1120001000,서울특별시,성동구,삼전동,,0,1988-04-23,1988-04-23,
1120001100,서울특별시,성동구,가락동,,0,1988-04-23,1988-04-23,
1120001200,서울특별시,성동구,이동,,0,1988-04-23,1988-04-23,
1120001300,서울특별시,성동구,오금동,,0,1988-04-23,1988-04-23,
1120001400,서울특별시,성동구,방이동,,0,1988-04-23,1988-04-23,
1120001500,서울특별시,성동구,문정동,,0,1988-04-23,1988-04-23,
1120001600,서울특별시,성동구,장지동,,0,1988-04-23,1988-04-23,
1120001700,서울특별시,성동구,거여동,,0,1988-04-23,1988-04-23,
1120001800,서울특별시,성동구,마천동,,0,1988-04-23,1988-04-23,
1120001900,서울특별시,성동구,잠실동,,0,1988-04-23,1988-04-23,
1120002000,서울특별시,성동구,신천동,,0,1988-04-23,1988-04-23,
1120002100,서울특별시,성동구,일원동,,0,1988-04-23,1988-04-23,
1120002200,서울특별시,성동구,수서동,,0,1988-04-23,1988-04-23,
1120002300,서울특별시,성동구,자곡동,,0,1988-04-23,1988-04-23,
1120002400,서울특별시,성동구,율현동,,0,1988-04-23,1988-04-23,
1120002500,서울특별시,성동구,세곡동,,0,1988-04-23,1988-04-23,
1120002600,서울특별시,성동구,역삼동,,0,1988-04-23,1988-04-23,
1120002700,서울특별시,성동구,포이동,,0,1988-04-23,1988-04-23,
1120002800,서울특별시,성동구,개포동,,0,1988-04-23,1988-04-23,
1120002900,서울특별시,성동구,도곡동,,0,1988-04-23,1988-04-23,
1120003000,서울특별시,성동구,논현동,,0,1988-04-23,1988-04-23,
1120003100,서울특별시,성동구,신사동,,0,1988-04-23,1988-04-23,
1120003200,서울특별시,성동구,학동,,0,1988-04-23,1988-04-23,
1120003300,서울특별시,성동구,압구정동,,0,1988-04-23,1988-04-23,
1120003400,서울특별시,성동구,청담동,,0,1988-04-23,1988-04-23,
1120003500,서울특별시,성동구,삼성동,,0,1988-04-23,1988-04-23,
1120003600,서울특별시,성동구,대치동,,0,1988-04-23,1988-04-23,
1120003700,서울특별시,성동구,염곡동,,0,1988-04-23,1988-04-23,
1120003800,서울특별시,성동구,내곡동,,0,1988-04-23,1988-04-23,
1120003900,서울특별시,성동구,신원동,,0,1988-04-23,1988-04-23,
1120004000,서울특별시,성동구,반포동,,0,1988-04-23,1988-04-23,
1120004100,서울특별시,성동구,잠원동,,0,1988-04-23,1988-04-23,
1120004200,서울특별시,성동구,서초동,,0,1988-04-23,1988-04-23,
1120004300,서울특별시,성동구,양재동,,0,1988-04-23,1988-04-23,
1120004400,서울특별시,성동구,우면동,,0,1988-04-23,1988-04-23,
1120004500,서울특별시,성동구,원지동,,0,1988-04-23,1988-04-23,
1120004600,서울특별시,성동구,황학동,,0,1988-04-23,1988-04-23,
1120004700,서울특별시,성동구,무학동,,0,1988-04-23,1988-04-23,
1120004800,서울특별시,성동구,흥인동,,0,1988-04-23,1988-04-23,
1120004900,서울특별시,성동구,신당동,,0,1988-04-23,1988-04-23,
1120005000,서울특별시,성동구,용두동,,0,1988-04-23,1988-04-23,
1120005100,서울특별시,성동구,답십리동,,0,1988-04-23,1988-04-23,
1120005200,서울특별시,성동구,면목동,,0,1988-04-23,1988-04-23,
1120005300,서울특별시,성동구,금호동,,0,1988-04-23,1988-04-23,
1120005400,서울특별시,성동구,명일동,,0,1988-04-23,1988-04-23,
1120005500,서울특별시,성동구,하일동,,0,1988-04-23,1988-04-23,
1120005600,서울특별시,성동구,고덕동,,0,1988-04-23,1988-04-23,
1120010100,서울특별시,성동구,상왕십리동,,1,1988-04-23,,
1120010200,서울특별시,성동구,하왕십리동,,2,1988-04-23,,
1120010300,서울특별시,성동구,홍익동,,3,1988-04-23,,
1120010400,서울특별시,성동구,도선동,,4,1988-04-23,,
1120010500,서울특별시,성동구,마장동,,5,1988-04-23,,
1120010600,서울특별시,성동구,사근동,,6,1988-04-23,,
1120010700,서울특별시,성동구,행당동,,7,1988-04-23,,
1120010800,서울특별시,성동구,응봉동,,8,1988-04-23,,
1120010900,서울특별시,성동구,금호동1가,,9,1988-04-23,,
1120011000,서울특별시,성동구,금호동2가,,10,1988-04-23,,
1120011100,서울특별시,성동구,금호동3가,,11,1988-04-23,,
1120011200,서울특별시,성동구,금호동4가,,12,1988-04-23,,
1120011300,서울특별시,성동구,옥수동,,13,1988-04-23,,
1120011400,서울특별시,성동구,성수동1가,,14,1988-04-23,,
1120011500,서울특별시,성동구,성수동2가,,15,1988-04-23,,
1120011600,서울특별시,성동구,화양동,,0,1988-04-23,1995-03-01,11040194
1120011700,서울특별시,성동구,모진동,,0,1988-04-23,1995-03-01,11040195
1120011800,서울특별시,성동구,송정동,,16,1988-04-23,,
1120011900,서울특별시,성동구,군자동,,0,1988-04-23,1995-03-01,11040197
1120012000,서울특별시,성동구,중곡동,,0,1988-04-23,1995-03-01,11040198
1120012100,서울특별시,성동구,능동,,0,1988-04-23,1995-03-01,11040199
1120012200,서울특별시,성동구,용답동,,17,1988-04-23,,
1120012300,서울특별시,성동구,광장동,,0,1992-07-01,1995-03-01,11040201
1120012400,서울특별시,성동구,구의동,,0,1992-07-01,1995-03-01,11040202
1120012500,서울특별시,성동구,자양동,,0,1988-04-23,1995-03-01,11040203
1120090100,서울특별시,성동구,왕십리1동,,0,1988-04-23,1988-04-23,
1120090200,서울특별시,성동구,왕십리2동,,0,1988-04-23,1988-04-23,
1120090300,서울특별시,성동구,행당1동,,0,1988-04-23,1988-04-23,
1120090400,서울특별시,성동구,행당2동,,0,1988-04-23,1988-04-23,
1120090500,서울특별시,성동구,중곡1동,,0,1988-04-23,1988-04-23,
1120090600,서울특별시,성동구,중곡2동,,0,1988-04-23,1988-04-23,
1120090700,서울특별시,성동구,중곡3동,,0,1988-04-23,1988-04-23,
1120090800,서울특별시,성동구,중곡4동,,0,1988-04-23,1988-04-23,
1120090900,서울특별시,성동구,옥수1동,,0,1988-05-01,1988-05-01,
1120091000,서울특별시,성동구,옥수2동,,0,1988-05-01,1988-05-01,
1120091100,서울특별시,성동구,성수1가1동,,0,1988-04-23,1988-04-23,
1120091200,서울특별시,성동구,성수1가2동,,0,1988-04-23,1988-04-23,
1120091300,서울특별시,성동구,성수2가1동,,0,1988-04-23,1988-04-23,
1120091400,서울특별시,성동구,성수2가2동,,0,1988-04-23,1988-04-23,
1120091500,서울특별시,성동구,성수2가3동,,0,1988-04-23,1988-04-23,
1120091600,서울특별시,성동구,성수2가4동,,0,1988-04-23,1988-04-23,
1120091700,서울특별시,성동구,자양1동,,0,1988-04-23,1988-04-23,
1120091800,서울특별시,성동구,자양2동,,0,1988-04-23,1988-04-23,
1120091900,서울특별시,성동구,자양3동,,0,1988-04-23,1988-04-23,
1120092000,서울특별시,성동구,구의1동,,0,1988-04-23,1988-04-23,
1120092100,서울특별시,성동구,구의2동,,0,1988-04-23,1988-04-23,
1121500000,서울특별시,광진구,,,5,,,
1121510100,서울특별시,광진구,중곡동,,1,,,1120012000
1121510200,서울특별시,광진구,능동,,2,,,1120012100
1121510300,서울특별시,광진구,구의동,,3,,,1120012400
1121510400,서울특별시,광진구,광장동,,4,,,1120012300
1121510500,서울특별시,광진구,자양동,,5,,,1120012500
1121510600,서울특별시,광진구,노유동,,6,,2008-08-04,
1121510700,서울특별시,광진구,화양동,,7,,,1120011600
1121510800,서울특별시,광진구,모진동,,8,,2009-04-19,1120011700
1121510900,서울특별시,광진구,군자동,,9,,,1120011900
1123000000,서울특별시,동대문구,,,6,1988-04-23,,
1123000100,서울특별시,동대문구,면목동,,0,1988-04-23,1992-10-01,
1123000200,서울특별시,동대문구,상봉동,,0,1988-04-23,1988-04-23,
1123000300,서울특별시,동대문구,중화동,,0,1988-04-23,1988-04-23,
1123000400,서울특별시,동대문구,묵동,,0,1988-04-23,1988-04-23,
1123000500,서울특별시,동대문구,망우동,,0,1988-04-23,1988-04-23,
1123000600,서울특별시,동대문구,신내동,,0,1988-04-23,1988-04-23,
1123000700,서울특별시,동대문구,중곡동,,0,1988-04-23,1988-04-23,
1123000800,서울특별시,동대문구,능동,,0,1988-04-23,1988-04-23,
1123000900,서울특별시,동대문구,군자동,,0,1988-04-23,1988-04-23,
1123001000,서울특별시,동대문구,종암동,,0,1988-04-23,1988-04-23,
1123001100,서울특별시,동대문구,안암동4가,,0,1988-04-23,1988-04-23,
1123001200,서울특별시,동대문구,안암동5가,,0,1988-04-23,1988-04-23,
1123001300,서울특별시,동대문구,석관동,,0,1988-04-23,1988-04-23,
1123001400,서울특별시,동대문구,보문동1가,,0,1988-04-23,1988-04-23,
1123001500,서울특별시,동대문구,보문동2가,,0,1988-04-23,1988-04-23,
1123001600,서울특별시,동대문구,보문동3가,,0,1988-04-23,1988-04-23,
1123001700,서울특별시,동대문구,보문동4가,,0,1988-04-23,1988-04-23,
1123001800,서울특별시,동대문구,보문동5가,,0,1988-04-23,1988-04-23,
1123001900,서울특별시,동대문구,보문동6가,,0,1988-04-23,1988-04-23,
1123002000,서울특별시,동대문구,보문동7가,,0,1988-04-23,1988-04-23,
1123002100,서울특별시,동대문구,창신동,,0,1988-04-23,1988-04-23,
1123002200,서울특별시,동대문구,숭인동,,0,1988-04-23,1988-04-23,
1123010100,서울특별시,동대문구,신설동,,1,1988-04-23,,
1123010200,서울특별시,동대문구,용두동,,2,1988-04-23,,
1123010300,서울특별시,동대문구,제기동,,3,1988-04-23,,
1123010400,서울특별시,동대문구,전농동,,4,1988-04-23,,
1123010500,서울특별시,동대문구,답십리동,,5,1988-04-23,,
1123010600,서울특별시,동대문구,장안동,,6,1988-04-23,,
1123010700,서울특별시,동대문구,청량리동,,7,1988-04-23,,
1123010800,서울특별시,동대문구,회기동,,8,1988-04-23,,
1123010900,서울특별시,동대문구,휘경동,,9,1988-04-23,,
1123011000,서울특별시,동대문구,이문동,,10,1988-04-23,,
1123090100,서울특별시,동대문구,용두1동,,0,1988-04-23,1988-04-23,
1123090200,서울특별시,동대문구,용두2동,,0,1988-04-23,1988-04-23,
1123090300,서울특별시,동대문구,제기1동,,0,1988-04-23,1988-04-23,
1123090400,서울특별시,동대문구,제기2동,,0,1988-04-23,1988-04-23,
1123090500,서울특별시,동대문구,전농1동,,0,1988-04-23,1988-04-23,
1123090600,서울특별시,동대문구,전농2동,,0,1988-04-23,1988-04-23,
1123090700,서울특별시,동대문구,전농3동,,0,1988-04-23,1988-04-23,
1123090800,서울특별시,동대문구,전농4동,,0,1988-04-23,1988-04-23,
1123090900,서울특별시,동대문구,답십리1동,,0,1988-04-23,1988-04-23,
1123091000,서울특별시,동대문구,답십리2동,,0,1988-04-23,1988-04-23,
1123091100,서울특별시,동대문구,답십리3동,,0,1988-04-23,1988-04-23,
1123091200,서울특별시,동대문구,답십리4동,,0,1988-04-23,1988-04-23,
1123091300,서울특별시,동대문구,답십리5동,,0,1988-04-23,1988-04-23,
1123091400,서울특별시,동대문구,장안1동,,0,1988-04-23,1988-04-23,
1123091500,서울특별시,동대문구,장안2동,,0,1988-04-23,1988-04-23,
1123091600,서울특별시,동대문구,장안3동,,0,1988-04-23,1988-04-23,
1123091700,서울특별시,동대문구,장안4동,,0,1988-04-23,1988-04-23,
1123091800,서울특별시,동대문구,청량리1동,,0,1988-04-23,1988-04-23,
1123091900,서울특별시,동대문구,청량리2동,,0,1988-04-23,1988-04-23,
1123092000,서울특별시,동대문구,휘경1동,,0,1988-04-23,1988-04-23,
1123092100,서울특별시,동대문구,휘경2동,,0,1988-04-23,1988-04-23,
1123092200,서울특별시,동대문구,이문1동,,0,1988-04-23,1988-04-23,
1123092300,서울특별시,동대문구,이문2동,,0,1988-04-23,1988-04-23,
1123092400,서울특별시,동대문구,이문3동,,0,1988-04-23,1988-04-23,
1126000000,서울특별시,중랑구,,,7,1988-04-23,,
1126010100,서울특별시,중랑구,면목동,,1,1988-04-23,,
1126010200,서울특별시,중랑구,상봉동,,2,1988-04-23,,
1126010300,서울특별시,중랑구,중화동,,3,1988-04-23,,
1126010400,서울특별시,중랑구,묵동,,4,1988-04-23,,
1126010500,서울특별시,중랑구,망우동,,5,1988-04-23,,
1126010600,서울특별시,중랑구,신내동,,6,1996-03-01,,
1126090100,서울특별시,중랑구,면목1동,,0,1988-04-23,1988-04-23,
